日期,赛事,比赛分类,比赛,赛果,比分来源,模拟ID,市场框架,即时亚盘,盘口线,盘口档位,上盘方,候选标签,候选依据,候选映射方向,意图水位,意图结算,意图盈亏单位,意图均注盈亏,反向方向,反向水位,反向结算,反向盈亏单位,反向均注盈亏,有真实投注量,Polymarket/交易所情绪,流动性,开赛时间,比赛ID,赛事原始,国家,层级,五大地区筛选,是否有效亚盘结算
2026-08-29,意乙,成年联赛T2,帕多瓦 vs 维罗纳,1-1,ledger赛果兜底,20260829-TITAN-3040722-盘口快照-不形成模拟,盘口快照-不形成模拟,1.07/0.0/0.81,0.0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.81，下盘水位1.07，欧赔变化不大,下盘,1.07,走,-0.0,0.0,上盘,0.81,走,0.0,0.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3040722,意乙,意大利,次级,是,True
2026-08-29,意乙,成年联赛T2,桑普多利亚 vs 史泰比亚,1-2,ledger赛果兜底,20260829-TITAN-3040724-盘口快照-不形成模拟,盘口快照-不形成模拟,0.95/0.5/0.93,0.5,半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.95，下盘水位0.93，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3040724,意乙,意大利,次级,是,False
2026-08-29,意丙,成年联赛T3,福尔利 vs 佩斯卡拉,6-3,ledger赛果兜底,20260829-TITAN-3050892-盘口快照-不形成模拟,盘口快照-不形成模拟,0.8/-0.5/0.9,-0.5,半球,客队,诱下/上盘降温,客队上盘，让球基本稳定，上盘水位0.90，下盘水位0.80，欧赔变化不大,上盘,0.9,输,-1.0,-1.0,下盘,0.8,赢,1.0,0.8,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050892,意丙,意大利,次次级,是,True
2026-08-29,意丙,成年联赛T3,AS奥斯提亚马尔 vs 格罗瑟托,1-2,ledger赛果兜底,20260829-TITAN-3050894-盘口快照-不形成模拟,盘口快照-不形成模拟,0.8/0.0/0.9,0.0,平手,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.80，下盘水位0.90，欧赔支持上盘,下盘,0.9,赢,1.0,0.9,上盘,0.8,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050894,意丙,意大利,次次级,是,True
2026-08-29,意丙,成年联赛T3,皮内托 vs 利沃诺,0-0,ledger赛果兜底,20260829-TITAN-3050896-盘口快照-不形成模拟,盘口快照-不形成模拟,0.85/0.0/0.85,0.0,平手,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.85，下盘水位0.85，欧赔支持上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050896,意丙,意大利,次次级,是,False
2026-08-29,意丙,成年联赛T3,拉维纳 vs 拉蒂那,3-1,ledger赛果兜底,20260829-TITAN-3050897-盘口快照-不形成模拟,盘口快照-不形成模拟,0.7/0.5/1.0,0.5,半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.70，下盘水位1.00，欧赔变化不大,下盘,1.0,输,-1.0,-1.0,上盘,0.7,赢,1.0,0.7,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050897,意丙,意大利,次次级,是,True
2026-08-29,意丙,成年联赛T3,斯佩齐亚 vs 坎伯巴索,1-0,ledger赛果兜底,20260829-TITAN-3050898-盘口快照-不形成模拟,盘口快照-不形成模拟,0.75/0.5/0.95,0.5,半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.75，下盘水位0.95，欧赔变化不大,下盘,0.95,输,-1.0,-1.0,上盘,0.75,赢,1.0,0.75,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050898,意丙,意大利,次次级,是,True
2026-08-29,意丙,成年联赛T3,托里斯 vs 萨比尼迪特斯,1-0,ledger赛果兜底,20260829-TITAN-3050899-盘口快照-不形成模拟,盘口快照-不形成模拟,0.85/0.25/0.85,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.85，下盘水位0.85，欧赔支持上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050899,意丙,意大利,次次级,是,False
2026-08-29,意丙,成年联赛T3,科森扎 vs 波坦察,1-2,ledger赛果兜底,20260829-TITAN-3051274-盘口快照-不形成模拟,盘口快照-不形成模拟,0.65/-0.25/1.05,-0.25,平手/半球,客队,真实示弱/阻下,客队上盘，让球退盘，上盘水位1.05，下盘水位0.65，欧赔削弱上盘,下盘,0.65,输,-1.0,-1.0,上盘,1.05,赢,1.0,1.05,否,缺失,Titan价格流；PM/必发/BTTS缺,,3051274,意丙,意大利,次次级,是,True
2026-08-29,意丙,成年联赛T3,福贾 vs 萨勒尼塔纳,1-1,ledger赛果兜底,20260829-TITAN-3051275-盘口快照-不形成模拟,盘口快照-不形成模拟,0.72/-0.25/0.98,-0.25,平手/半球,客队,诱下/上盘降温,客队上盘，让球基本稳定，上盘水位0.98，下盘水位0.72，欧赔变化不大,上盘,0.98,输半,-0.5,-0.5,下盘,0.72,赢半,0.5,0.36,否,缺失,Titan价格流；PM/必发/BTTS缺,,3051275,意丙,意大利,次次级,是,True
2026-08-29,意丙,成年联赛T3,摩诺波利 vs 卡塔尼亚,2-0,ledger赛果兜底,20260829-TITAN-3051277-盘口快照-不形成模拟,盘口快照-不形成模拟,0.85/-0.25/0.85,-0.25,平手/半球,客队,平衡盘/等待临场确认,客队上盘，让球基本稳定，上盘水位0.85，下盘水位0.85，欧赔支持上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3051277,意丙,意大利,次次级,是,False
2026-08-29,意丙,成年联赛T3,萨沃亚 vs 卡塞塔纳,1-2,ledger赛果兜底,20260829-TITAN-3051278-盘口快照-不形成模拟,盘口快照-不形成模拟,0.72/-0.25/0.98,-0.25,平手/半球,客队,诱下/上盘降温,客队上盘，让球基本稳定，上盘水位0.98，下盘水位0.72，欧赔变化不大,上盘,0.98,赢,1.0,0.98,下盘,0.72,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3051278,意丙,意大利,次次级,是,True
2026-08-29,意丙,成年联赛T3,索伦托卡西奥 vs 克罗托内,1-0,ledger赛果兜底,20260829-TITAN-3051280-盘口快照-不形成模拟,盘口快照-不形成模拟,0.7/0.25/1.0,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.70，下盘水位1.00，欧赔削弱上盘,下盘,1.0,输,-1.0,-1.0,上盘,0.7,赢,1.0,0.7,否,缺失,Titan价格流；PM/必发/BTTS缺,,3051280,意丙,意大利,次次级,是,True
2026-08-31,意甲,成年联赛T1,亚特兰大 vs 博洛尼亚,1-0,ledger赛果兜底,20260831-TITAN-2993766-盘口快照-不形成模拟,盘口快照-不形成模拟,0.95/0.5/0.94,0.5,半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.95，下盘水位0.94，欧赔支持上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,2993766,意甲,意大利,顶级,是,False
2026-08-31,意甲,成年联赛T1,莱切 vs 罗马,0-4,ledger赛果兜底,20260831-TITAN-2993771-盘口快照-不形成模拟,盘口快照-不形成模拟,0.82/-1.25/1.07,-1.25,一球/球半,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.07，下盘水位0.82，欧赔削弱上盘,上盘,1.07,赢,1.0,1.07,下盘,0.82,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,2993771,意甲,意大利,顶级,是,True
2026-08-31,法乙,成年联赛T2,第戎 vs 圣埃蒂安,2-3,ledger赛果兜底,20260831-TITAN-2997701-盘口快照-不形成模拟,盘口快照-不形成模拟,1.03/-0.75/0.85,-0.75,半球/一球,客队,诱上/阻下,客队上盘，让球加深，上盘水位0.85，下盘水位1.03，欧赔削弱上盘,下盘,1.03,输半,-0.5,-0.5,上盘,0.85,赢半,0.5,0.425,否,缺失,Titan价格流；PM/必发/BTTS缺,,2997701,法乙,法国,次级,是,True
2026-08-31,英超,成年联赛T1,阿斯顿维拉 vs 阿森纳,0-1,ledger赛果兜底,20260831-TITAN-3003860-盘口快照-不形成模拟,盘口快照-不形成模拟,1.07/-1.0/0.82,-1.0,一球,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.82，下盘水位1.07，欧赔削弱上盘,下盘,1.07,走,-0.0,0.0,上盘,0.82,走,0.0,0.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3003860,英超,英格兰,顶级,是,True
2026-08-31,西甲,成年联赛T1,巴塞罗那 vs 巴列卡诺,5-2,ledger赛果兜底,20260831-TITAN-3013665-盘口快照-不形成模拟,盘口快照-不形成模拟,0.84/2.75/1.05,2.75,两球半/三球,主队,诱上/阻下,主队上盘，让球加深，上盘水位0.84，下盘水位1.05，欧赔削弱上盘,下盘,1.05,输半,-0.5,-0.5,上盘,0.84,赢半,0.5,0.42,否,缺失,Titan价格流；PM/必发/BTTS缺,,3013665,西甲,西班牙,顶级,是,True
2026-08-31,西甲,成年联赛T1,奥萨苏纳 vs 赫塔菲,1-0,ledger赛果兜底,20260831-TITAN-3013667-盘口快照-不形成模拟,盘口快照-不形成模拟,0.85/0.25/1.04,0.25,平手/半球,主队,阻下/上盘保护,主队上盘，让球基本稳定，上盘水位0.85，下盘水位1.04，欧赔变化不大,上盘,0.85,赢,1.0,0.85,下盘,1.04,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3013667,西甲,西班牙,顶级,是,True
2026-08-31,西乙,成年联赛T2,布尔戈斯 vs 皇家社会B队,2-2,ledger赛果兜底,20260831-TITAN-3014045-盘口快照-不形成模拟,盘口快照-不形成模拟,0.83/0.5/1.06,0.5,半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.83，下盘水位1.06，欧赔变化不大,下盘,1.06,赢,1.0,1.06,上盘,0.83,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014045,西乙,西班牙,次级,是,True
2026-08-31,西乙,成年联赛T2,塞尔塔B队 vs 卡斯迪隆,1-2,ledger赛果兜底,20260831-TITAN-3014047-盘口快照-不形成模拟,盘口快照-不形成模拟,0.84/-0.75/1.05,-0.75,半球/一球,客队,阻上/降温保护,客队上盘，让球基本稳定，上盘水位1.05，下盘水位0.84，欧赔变化不大,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014047,西乙,西班牙,次级,是,False
2026-08-31,西协甲,成年联赛T3,洛格朗尼斯 vs 艾斯马度华,2-1,ledger赛果兜底,20260831-TITAN-3014491-盘口快照-不形成模拟,盘口快照-不形成模拟,0.93/0.25/0.89,0.25,平手/半球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.93，下盘水位0.89，欧赔削弱上盘,上盘,0.93,赢,1.0,0.93,下盘,0.89,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014491,西协甲,西班牙,次次级,是,True
2026-08-31,西协甲,成年联赛T3,特鲁埃尔 vs 皇家马德里B队,0-0,ledger赛果兜底,20260831-TITAN-3014873-盘口快照-不形成模拟,盘口快照-不形成模拟,0.77/-0.25/1.05,-0.25,平手/半球,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.05，下盘水位0.77，欧赔支持上盘,上盘,1.05,输半,-0.5,-0.5,下盘,0.77,赢半,0.5,0.385,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014873,西协甲,西班牙,次次级,是,True
2026-08-31,意丙,成年联赛T3,阿尔比诺勒菲 vs 奥斯皮塔莱托,1-1,ledger赛果兜底,20260831-TITAN-3050511-盘口快照-不形成模拟,盘口快照-不形成模拟,1.02/0.25/0.8,0.25,平手/半球,主队,阻上/降温保护,主队上盘，让球基本稳定，上盘水位1.02，下盘水位0.80，欧赔支持上盘,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050511,意丙,意大利,次次级,是,False
2026-08-31,意丙,成年联赛T3,加尔维纳 vs 特伦托,0-0,ledger赛果兜底,20260831-TITAN-3050514-盘口快照-不形成模拟,盘口快照-不形成模拟,0.86/-0.25/0.96,-0.25,平手/半球,客队,平衡盘/等待临场确认,客队上盘，让球基本稳定，上盘水位0.96，下盘水位0.86，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050514,意丙,意大利,次次级,是,False
2026-08-31,意丙,成年联赛T3,诺瓦拉 vs US弗格尔,2-2,ledger赛果兜底,20260831-TITAN-3050517-盘口快照-不形成模拟,盘口快照-不形成模拟,0.99/0.25/0.83,0.25,平手/半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.99，下盘水位0.83，欧赔支持上盘,上盘,0.99,输半,-0.5,-0.5,下盘,0.83,赢半,0.5,0.415,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050517,意丙,意大利,次次级,是,True
2026-08-31,意丙,成年联赛T3,AC雷纳特 vs 奇塔代拉,0-1,ledger赛果兜底,20260831-TITAN-3050519-盘口快照-不形成模拟,盘口快照-不形成模拟,0.77/-0.25/1.05,-0.25,平手/半球,客队,阻上/降温保护,客队上盘，让球基本稳定，上盘水位1.05，下盘水位0.77，欧赔变化不大,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050519,意丙,意大利,次次级,是,False
2026-08-31,意丙,成年联赛T3,特雷维索 vs 莱科,1-0,ledger赛果兜底,20260831-TITAN-3050520-盘口快照-不形成模拟,盘口快照-不形成模拟,0.88/0.25/0.94,0.25,平手/半球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.88，下盘水位0.94，欧赔削弱上盘,上盘,0.88,赢,1.0,0.88,下盘,0.94,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3050520,意丙,意大利,次次级,是,True
