日期,北京时间,赛事,比赛,状态,比分,盘口档位,候选标签,正向球队,反向球队,上盘球队,下盘球队,正向水位,反向水位,亚盘,欧赔,大小球,微观板块,亚盘已读,欧赔已读,大小球已读,最终动作
2026-09-02,2026-9-3 02:45 北京时间（东8区）,英甲,伯顿 vs AFC温布尔登,未开赛,0-0,半球,阻上/降温保护,伯顿,AFC温布尔登,伯顿,AFC温布尔登,1.02,0.86,开 1.02/0.5/0.8 → 即 1.02/0.5/0.86,开 1.99/3.27/3.71 → 即 1.99/3.3/3.56,开 0.8/2.25/1.0 → 即 0.84/2.25/1.02,欧洲五大系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 02:45 北京时间（东8区）,英甲,维冈竞技 vs 米尔顿凯恩斯,未开赛,0-0,平手/半球,阻上/诱下,维冈竞技,米尔顿凯恩斯,维冈竞技,米尔顿凯恩斯,1.06,0.82,开 0.81/0.0/1.01 → 即 1.06/0.25/0.82,开 2.34/3.34/2.85 → 即 2.5/3.25/2.68,开 1.01/2.5/0.79 → 即 0.78/2.5/1.08,欧洲五大系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 03:00 北京时间（东8区）,巴拉甲秋,巴拉圭国民 vs 亚松森自由,未开赛,0-0,平手,诱上/阻下,亚松森自由,巴拉圭国民,巴拉圭国民,亚松森自由,1.03,0.79,开 0.79/0.0/1.03 → 即 0.79/0.0/1.03,开 2.49/3.0/2.78 → 即 2.49/2.99/2.77,开 0.99/2.25/0.81 → 即 0.99/2.25/0.81,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 03:00 北京时间（东8区）,玻利杯,圣荷西德奥罗 vs 玻利瓦尔,未开赛,0-0,一球,诱下/上盘降温,玻利瓦尔,圣荷西德奥罗,玻利瓦尔,圣荷西德奥罗,0.99,0.77,开 0.81/-1.0/0.95 → 即 0.77/-1.0/0.99,开 4.43/4.04/1.58 → 即 4.95/4.2/1.5,开 0.9/3.25/0.86 → 即 0.87/3.25/0.89,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 03:00 北京时间（东8区）,英冠,伯恩利 vs 米德尔斯堡,未开赛,0-0,平手,阻上/降温保护,伯恩利,米德尔斯堡,伯恩利,米德尔斯堡,1.13,0.76,开 0.89/0.0/0.99 → 即 1.13/0.0/0.76,开 2.75/3.5/2.41 → 即 2.38/3.45/2.81,开 0.91/2.5/0.96 → 即 0.84/2.75/1.03,欧洲五大系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 03:00 北京时间（东8区）,英甲,雷丁 vs 曼斯菲尔德,未开赛,0-0,半球,阻上/诱下,雷丁,曼斯菲尔德,雷丁,曼斯菲尔德,1.03,0.85,开 0.84/0.25/0.98 → 即 1.03/0.5/0.85,开 2.03/3.52/3.33 → 即 2.17/3.36/3.04,开 0.96/2.75/0.84 → 即 0.96/2.75/0.9,欧洲五大系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 03:15 北京时间（东8区）,希腊杯,塞萨洛尼基 vs OFI克里特,未开赛,0-0,一球/球半,诱上/阻下,OFI克里特,塞萨洛尼基,塞萨洛尼基,OFI克里特,1.02,0.8,开 0.8/1.25/1.02 → 即 0.8/1.25/1.02,开 1.38/4.22/7.51 → 即 1.4/4.21/6.65,开 0.8/2.75/1.0 → 即 0.8/2.75/1.0,欧洲非五大系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 04:00 北京时间（东8区）,乌拉杯,利物浦蒙特维多 vs 波士顿河,未开赛,0-0,半球,诱下/上盘降温,利物浦蒙特维多,波士顿河,利物浦蒙特维多,波士顿河,0.89,0.81,开 0.88/0.5/0.82 → 即 0.89/0.5/0.81,开 1.89/3.24/3.75 → 即 1.92/3.24/3.68,开 0.76/2.25/0.94 → 即 0.77/2.25/0.93,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 05:30 北京时间（东8区）,厄瓜甲,库恩卡 vs 瓜亚基尔城,未开赛,0-0,半球,诱上/阻下,瓜亚基尔城,库恩卡,库恩卡,瓜亚基尔城,1.25,0.62,开 0.83/0.5/0.99 → 即 0.62/0.5/1.25,开 1.68/3.42/4.9 → 即 1.77/3.28/4.36,开 0.97/2.25/0.83 → 即 0.97/2.25/0.83,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 05:30 北京时间（东8区）,巴拉甲秋,亚松森奥林匹亚 vs 亚松森瓜拉尼,未开赛,0-0,半球/一球,诱下/上盘降温,亚松森奥林匹亚,亚松森瓜拉尼,亚松森奥林匹亚,亚松森瓜拉尼,0.99,0.83,开 0.96/0.75/0.86 → 即 0.99/0.75/0.83,开 1.71/3.5/4.47 → 即 1.69/3.52/4.51,开 0.99/2.5/0.81 → 即 0.99/2.5/0.81,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 06:00 北京时间（东8区）,智利甲,科金博 vs 康塞普西翁大学,未开赛,0-0,一球,阻上/诱下,科金博,康塞普西翁大学,科金博,康塞普西翁大学,1.02,0.8,开 0.8/0.75/1.08 → 即 1.02/1.0/0.8,开 1.51/4.02/5.66 → 即 1.49/4.12/5.86,开 0.9/2.5/0.96 → 即 0.94/2.5/0.86,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 06:30 北京时间（东8区）,哥伦杯,奎迪奥 vs 拉尼洛斯,未开赛,0-0,平手,阻下/上盘保护,拉尼洛斯,奎迪奥,拉尼洛斯,奎迪奥,0.85,1.03,开 1.0/0.0/0.82 → 即 1.03/0.0/0.85,开 2.83/2.74/2.65 → 即 2.72/2.89/2.64,开 0.99/2.0/0.81 → 即 1.02/2.0/0.84,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 06:30 北京时间（东8区）,巴西甲,弗拉门戈 vs 米拉索,未开赛,0-0,球半/两球,真实示强/阻上,弗拉门戈,米拉索,弗拉门戈,米拉索,0.9,0.99,开 0.88/1.5/1.0 → 即 0.9/1.75/0.99,开 1.27/5.6/10.57 → 即 1.37/4.7/8.28,开 0.82/2.75/1.05 → 即 0.97/3.0/0.9,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 07:00 北京时间（东8区）,乌拉杯,阿特纳斯 vs 佩纳罗尔,未开赛,0-0,半球/一球,诱下/上盘降温,佩纳罗尔,阿特纳斯,佩纳罗尔,阿特纳斯,0.9,0.8,开 0.81/-0.75/0.89 → 即 0.8/-0.75/0.9,开 5.89/2.98/1.67 → 即 5.76/3.31/1.61,开 0.73/2.0/0.97 → 即 0.73/2.0/0.97,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 07:00 北京时间（东8区）,美冠联,查尔斯顿电池 vs 哈特福德竞技,未开赛,0-0,半球/一球,降温保护/诱下,查尔斯顿电池,哈特福德竞技,查尔斯顿电池,哈特福德竞技,0.8,1.02,开 0.9/1.0/0.92 → 即 0.8/0.75/1.02,开 1.57/3.84/4.92 → 即 1.48/4.04/5.53,开 0.83/2.75/0.97 → 即 0.9/2.75/0.9,北美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 07:00 北京时间（东8区）,阿乙,科勒加勒斯 vs 米德兰,未开赛,0-0,平手/半球,阻上/降温保护,科勒加勒斯,米德兰,科勒加勒斯,米德兰,1.13,0.7,开 0.88/0.25/0.94 → 即 1.13/0.25/0.7,开 2.32/2.71/3.39 → 即 2.25/2.73/3.47,开 0.88/1.75/0.92 → 即 1.0/1.75/0.8,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 08:30 北京时间（东8区）,巴西杯,桑托斯 vs 帕尔梅拉斯,未开赛,0-0,平手/半球,阻上/降温保护,帕尔梅拉斯,桑托斯,帕尔梅拉斯,桑托斯,1.13,0.77,开 0.88/-0.25/1.0 → 即 0.77/-0.25/1.13,开 2.9/3.21/2.37 → 即 3.23/3.19/2.17,开 1.03/2.5/0.84 → 即 1.05/2.5/0.82,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 08:30 北京时间（东8区）,巴西杯,维多利亚 vs 瓦斯科达伽马,未开赛,0-0,平手/半球,阻上/降温保护,维多利亚,瓦斯科达伽马,维多利亚,瓦斯科达伽马,1.02,0.87,开 0.98/0.25/0.9 → 即 1.02/0.25/0.87,开 2.25/3.14/3.17 → 即 2.2/3.12/3.2,开 1.06/2.25/0.81 → 即 1.07/2.25/0.8,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 08:30 北京时间（东8区）,智利甲,利马切颜色 vs 奴伯伦斯,未开赛,0-0,平手/半球,阻上/降温保护,利马切颜色,奴伯伦斯,利马切颜色,奴伯伦斯,1.05,0.84,开 1.04/0.25/0.84 → 即 1.05/0.25/0.84,开 2.24/3.4/2.87 → 即 2.22/3.36/2.94,开 1.03/2.75/0.83 → 即 1.03/2.75/0.83,南美系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 09:00 北京时间（东8区）,中北美杯,托卢卡 vs 莱昂,未开赛,0-0,半球/一球,阻上/降温保护,托卢卡,莱昂,托卢卡,莱昂,1.02,0.8,开 1.05/0.75/0.83 → 即 1.02/0.75/0.8,开 1.81/3.6/4.0 → 即 1.9/3.59/3.55,开 0.84/2.75/1.03 → 即 0.8/2.5/1.0,其他系列,True,True,True,仅模拟/非主单
2026-09-02,2026-9-3 09:25 北京时间（东8区）,哥伦甲秋,圣塔菲 vs 百万富翁,未开赛,0-0,平手/半球,阻上/诱下,百万富翁,圣塔菲,百万富翁,圣塔菲,1.04,0.84,开 1.05/0.0/0.83 → 即 0.84/-0.25/1.04,开 2.81/3.19/2.38 → 即 2.88/3.15/2.35,开 0.92/2.25/0.94 → 即 0.92/2.25/0.94,南美系列,True,True,True,仅模拟/非主单
